course_name,video_path,transcript(optional),keywords,recommended_tasks
0_Python_for_Beginners_Programming_Tutorial.mp4,D:/Project/Python_Ai_Course_Recommeder/data/videos/001_0_Python_for_Beginners_Programming_Tutorial.mp4,,,
